video_id,video_path,start_time,end_time,text_english,gloss_asl,palabras_en,palabras_asl,ratio_longitud
-2UZsKfaGIk,data/-2UZsKfaGIk/-2UZsKfaGIk.mp4,00:05:00.194,00:05:01.194,"A moth has wings, which is its most important thing. In the same way, our hands are our most important thing.","IN DESC-SAME WAY, X-WE HAND BE X-WE MOST DESC-IMPORTANT THING.",21,10,0.476188208627578
-2UZsKfaGIk,data/-2UZsKfaGIk/-2UZsKfaGIk.mp4,00:05:54.980,00:05:55.980,"So, the host, is just me. Will there be interviews? Other things? That's in some of our goals.",THAT BE IN SOME X-WE GOAL. DESC-RE BE ENTERTAINING?,18,9,0.49999722223765425
-2UZsKfaGIk,data/-2UZsKfaGIk/-2UZsKfaGIk.mp4,00:06:03.953,00:06:04.953,"So, this is ""The Daily Moth."" I hope you are excited. I'm excited, too. Let's get this thing up, flying.","LET X-POSS GET THIS THING DESC-UP, FLY. X-YOU BE DESC-EXPECTED.",20,10,0.49999750001249993
em5-MYQrTIY,data/em5-MYQrTIY/em5-MYQrTIY.mp4,00:00:42.220,00:00:43.560,at the end of the video,AT END VIDEO,6,3,0.49999166680555324
Ai0xfK2xQR8,data/Ai0xfK2xQR8/Ai0xfK2xQR8.mp4,00:02:27.167,00:02:35.030,"C) The Spirit of God is God. He spoke by the prophets,","X-HE SPEAK BY PROPHET,",12,4,0.3333305555787035
EMewM3EzUJM,data/EMewM3EzUJM/EMewM3EzUJM.mp4,00:00:08.040,00:00:09.920,The state of Maryland recommends: 1. Have an adequate supply,HAVE DESC-ADEQUATE SUPPLY,10,3,0.2999970000299997
Gibi5tcIWBs,data/Gibi5tcIWBs/Gibi5tcIWBs.mp4,00:11:21.041,00:11:27.291,the texts of the affair to the Enquirer.,TEXT AFFAIR TO ENQUIRER.,8,4,0.499993750078124
ZHQ6AWd7F2U,data/ZHQ6AWd7F2U/ZHQ6AWd7F2U.mp4,00:00:35.780,00:00:45.940,"His fur is short, thin, and straight. It is black, brown, and little gray.","X-IT BE DESC-BLACK, DESC-BROWN, AND DESC-LITTLE DESC-GRAY.",14,7,0.4999964285969386
Ai0xfK2xQR8,data/Ai0xfK2xQR8/Ai0xfK2xQR8.mp4,00:03:54.200,00:04:05.430,"we cannot conclude that Tom, Bob and Harry are one person. They are together three persons.",X-Y BE DESC-TOGER THREE PERSON. ONE PERSON.,16,7,0.43749726564208974
Ai0xfK2xQR8,data/Ai0xfK2xQR8/Ai0xfK2xQR8.mp4,00:04:06.767,00:04:09.570,"In the dogma of the Trinity,","IN DOGMA TRIOTIVA,",6,3,0.49999166680555324
PZySHQDujjQ,data/PZySHQDujjQ/PZySHQDujjQ.mp4,00:21:48.820,00:21:50.520,the audience.,AUDIENCE.,2,1,0.49997500124993743
MbNF51yi3qo,data/MbNF51yi3qo/MbNF51yi3qo.mp4,00:01:31.000,00:01:33.240,Keep _____________,KEEP?,2,1,0.49997500124993743
2h_DPMZ9mAo,data/2h_DPMZ9mAo/2h_DPMZ9mAo.mp4,00:01:21.360,00:01:25.510,"and the signs of a bully,","AND SIGN BULLY,",6,3,0.49999166680555324
2h_DPMZ9mAo,data/2h_DPMZ9mAo/2h_DPMZ9mAo.mp4,00:01:25.510,00:01:29.610,"and the signs of a bully,","AND SIGN BULLY,",6,3,0.49999166680555324
2h_DPMZ9mAo,data/2h_DPMZ9mAo/2h_DPMZ9mAo.mp4,00:01:29.610,00:01:33.690,"the causes of bullying,","CAUSE BULLYING,",4,2,0.49998750031249223
2h_DPMZ9mAo,data/2h_DPMZ9mAo/2h_DPMZ9mAo.mp4,00:01:33.690,00:01:37.770,"the causes of bullying,","CAUSE BULLYING,",4,2,0.49998750031249223
EMN8SZkR8v8,data/EMN8SZkR8v8/EMN8SZkR8v8.mp4,00:00:00.000,00:00:18.200,"xiǎo yā hěn kě ài 小鸭很可爱 means ""Ducklings are very cute"".",MEAN DICKLE BE DESC-VERY DESC-KYE?,11,5,0.454541322351615
mbtBYhMAzfY,data/mbtBYhMAzfY/mbtBYhMAzfY.mp4,00:00:00.000,00:00:21.000,"“nǐ zài nǎ lǐ xué de yīng yǔ 你在哪里学的英语” means ""Where did you learn English?""",? X-YOU? X-U? Y?,15,4,0.2666648889007407
-384XKXNw_w,data/-384XKXNw_w/-384XKXNw_w.mp4,00:01:41.945,00:01:45.465,"civil ,","DESC-CIVIL,",2,1,0.49997500124993743
-384XKXNw_w,data/-384XKXNw_w/-384XKXNw_w.mp4,00:01:45.465,00:01:48.857,"ceremonial ,","DESC-CELEBRIAL,",2,1,0.49997500124993743
zhrNcdnzcPM,data/zhrNcdnzcPM/zhrNcdnzcPM.mp4,00:00:07.040,00:00:26.560,"Artist: I’m a choreographer and dancer. I usually choreograph for a group of dancers. Due to potential ongoing limitations around live performance and physical distancing,","DESC-DUE TO POTENTIAL DESC-ONGOING LIMITATION AROUND DESC-LIVE PERFORMANCE AND DESC-PHYSICAL DISTACING,",25,11,0.43999824000703996
-384XKXNw_w,data/-384XKXNw_w/-384XKXNw_w.mp4,00:01:59.208,00:02:01.999,They were in a unique situation⁠—they were a religious group,X-Y BE IN DESC-UNIQUE SITUATION?,10,5,0.4999950000499995
-384XKXNw_w,data/-384XKXNw_w/-384XKXNw_w.mp4,00:02:28.459,00:02:31.939,"so we no longer need them. There are no more sacrifices,","DESC-RE BE NO MORE SACRIFICE,",11,5,0.454541322351615
Ai0xfK2xQR8,data/Ai0xfK2xQR8/Ai0xfK2xQR8.mp4,00:06:29.533,00:06:39.330,nor a detective story plot. These things may be “baffling”.,SE THING MAY BE DESC-BAFTING.,10,5,0.4999950000499995
zhrNcdnzcPM,data/zhrNcdnzcPM/zhrNcdnzcPM.mp4,00:03:32.560,00:03:55.960,"You can always contact staff if you have questions but please ask ahead of the deadline. Remember, all OAC application deadlines are due at 1 p.m., so leave yourself enough time!","REMEMBER, ALL OAC APPLICATION DEADLINE BE DESC-DUE AT 1 DESC-P.M., DESC-SO LEAVE X-YOURSELF DESC-ENOUGH TIME!",31,15,0.48386940687288105
PZySHQDujjQ,data/PZySHQDujjQ/PZySHQDujjQ.mp4,00:25:02.890,00:25:14.240,we can get into the nitty‑gritty of executing your campaign.,GRATIVE EXECUTE X-YOU CAMPAIGN.?,10,4,0.39999600003999963
R_B6s-0dxfE,data/R_B6s-0dxfE/R_B6s-0dxfE.mp4,00:00:51.360,00:00:55.980,"keep them a secret from your opponents. Now, starting with the oldest player and going","DESC-NOW, START WITH DESC-OLDEST PLAYER AND GO",15,7,0.4666635555762962
R_B6s-0dxfE,data/R_B6s-0dxfE/R_B6s-0dxfE.mp4,00:01:27.210,00:01:32.840,pick one of your path tiles to play to the board. You will then move any affected markers,X-YOU WILL DESC-N MOVE ANY DESC-AFFECTED MARKER,18,7,0.3888867284070644
Tw1R28bMFqg,data/Tw1R28bMFqg/Tw1R28bMFqg.mp4,00:03:12.360,00:03:16.300,I have some trolls. Yeah.,DESC-YES! THROLL.,5,2,0.3999920001599968
zhrNcdnzcPM,data/zhrNcdnzcPM/zhrNcdnzcPM.mp4,00:09:13.860,00:09:26.700,We also plan to make it available to others in the community. Can we apply for this as well?,CAN X-WE APPLY FOR THIS AS DESC-WELL?,19,7,0.36841911358361273
zhrNcdnzcPM,data/zhrNcdnzcPM/zhrNcdnzcPM.mp4,00:09:30.580,00:09:44.500,"Staff: Yes, a project can include different phases or activities. We also welcome projects that have an impact beyond the applicant.",X-WE DESC-ALSO DESC-WELCOME PROJECT THAT HAVE IMPACT BEYOND APPLICANT.,21,9,0.4285693877648202
Tw1R28bMFqg,data/Tw1R28bMFqg/Tw1R28bMFqg.mp4,00:03:51.440,00:04:00.600,"I'm signing, my profile is labeled with deaf. And Twitter, Facebook, I have deaf in my bio. So...","AND TIMELINE, FACEBOOK, X-I HAVE DESC-DEAF IN X-MY BIO....",18,9,0.49999722223765425
R_B6s-0dxfE,data/R_B6s-0dxfE/R_B6s-0dxfE.mp4,00:02:13.550,00:02:19.620,you can rotate it in any one of the 4 different directions. Just keep in mind you’re not,DESC-JUST KEEP IN MIND X-YOU BE DESC-NOT,18,7,0.3888867284070644
EmwRmhzuQKU,data/EmwRmhzuQKU/EmwRmhzuQKU.mp4,00:06:14.070,00:06:15.590,Members of the Jr.,MEMBER SYR.,4,2,0.49998750031249223
2h_DPMZ9mAo,data/2h_DPMZ9mAo/2h_DPMZ9mAo.mp4,00:05:52.880,00:05:56.880,of the school.,SCHOOL.,3,1,0.3333222225925802
Tw1R28bMFqg,data/Tw1R28bMFqg/Tw1R28bMFqg.mp4,00:05:32.080,00:05:38.180,"And I'm like hmm. ""Remember, I'm deaf?"" ""Oh right! Sorry, I forgot about that.""","DESC-SORRY, X-I BE DESC-DEAF?",14,4,0.28571224491253633
GiJflpuTwXg,data/GiJflpuTwXg/GiJflpuTwXg.mp4,00:00:00.000,00:00:05.621,"Hello, my name is Katie Potier and I will be your instructor for ASL this semester. I wanted to give you some “Class survival signs” that will be used often during instruction. Please refer to this list and video as often as you need. Hey Again Slow down Fingerspell All Understand Don't understand Hi Good More Have Copy me Bad Bye Practice Break Pay attention Class Look Done/finished Breakout rooms Your turn My turn Ready Review Vocabulary Help Fine Please Sorry Thank you",HELP DESC-AGAIN DESC-SLOW DESC-DOWN FINGERSPELL ALL UNDERSTAND HI DESC-GOOD MORE HAVE COPY X-I DESC-BAD BYE PRACTICE BREAKOUT ROOM X-YOU TURN X-MY TURN DESC-READY REVIEW VOCABULARY HELP FINE PLEASE PLEASE REFER TO THIS LIST AND VIDEO AS DESC-OFTEN AS,83,38,0.457830773697863
2h_DPMZ9mAo,data/2h_DPMZ9mAo/2h_DPMZ9mAo.mp4,00:07:16.880,00:07:20.880,"a target of bullying,","TARGET BULLYING,",4,2,0.49998750031249223
Tw1R28bMFqg,data/Tw1R28bMFqg/Tw1R28bMFqg.mp4,00:08:17.960,00:08:24.440,That's difficult to know the answer. I wish I had the answer.,X-I WISH X-I HAVE ANSWER. ANSWER.,12,6,0.49999583336805525
i9ObQdbz0_M,data/i9ObQdbz0_M/i9ObQdbz0_M.mp4,00:05:03.860,00:05:07.500,UPON THE NEEDS OF MEMBERS OF THE DHRM,DESC-UPON NEEDS MEMBERS DHRM,8,4,0.499993750078124
R_B6s-0dxfE,data/R_B6s-0dxfE/R_B6s-0dxfE.mp4,00:05:33.210,00:05:36.820,"well there’s none more here for them to draw. So instead, I would pass the dragon",DESC-SO DESC-INSTEAD X-I WOULD PASS DRAGUE,16,6,0.37499765626464837
R_B6s-0dxfE,data/R_B6s-0dxfE/R_B6s-0dxfE.mp4,00:05:40.610,00:05:45.560,"more tiles are here, they would draw first. If you get eliminated from the game while",IF X-YOU GET ELIMINATE FROM GAME WHILE,16,7,0.43749726564208974
xImtna_gv-Q,data/xImtna_gv-Q/xImtna_gv-Q.mp4,00:00:16.223,00:00:20.000,SCHOOL! SCHOOL! SCHOOL!,SCHOOL!,3,1,0.3333222225925802
MCc_vX9890Q,data/MCc_vX9890Q/MCc_vX9890Q.mp4,00:00:22.065,00:00:29.489,Want to join? Contact Rochelle: rochelle@sdhhs.com.,CONTACT ROSELLE?,6,2,0.3333277778703688
6JhZ8dKoemk,data/6JhZ8dKoemk/6JhZ8dKoemk.mp4,00:00:38.580,00:00:50.080,"- I know how we can! What we can do? We will work on gathering information such as the statistics, the facts, the information","X-WE WILL WORK ON GAR INFORMATION DESC-SUCH AS STATISTICS, FACT, INFORMATION",24,11,0.45833142361906826
K3g_Jv3RrDo,data/K3g_Jv3RrDo/K3g_Jv3RrDo.mp4,00:06:32.592,00:06:38.698,"like ""Are you clean?"" or ""You're not sick?",LIKE 'ARE X-YOU DESC-CLEAN??,8,4,0.499993750078124
EmwRmhzuQKU,data/EmwRmhzuQKU/EmwRmhzuQKU.mp4,00:11:28.819,00:11:34.410,for the 2016-2017 school year include: • Higher performance and student achievement,FOR 2016-2017 SCHOOL YEAR INCLUDE :?,12,6,0.49999583336805525
O0vUOCi5nTU,data/O0vUOCi5nTU/O0vUOCi5nTU.mp4,00:00:39.940,00:00:41.141,the day.,DAY.,2,1,0.49997500124993743
R_B6s-0dxfE,data/R_B6s-0dxfE/R_B6s-0dxfE.mp4,00:06:23.120,00:06:28.120,"else has been eliminated, that player is the winner. It’s also possible that after placing",X-IT BE DESC-ALSO DESC-POSSIBLE THAT AFTER PLACE,15,7,0.4666635555762962
vQac1J2ZomM,data/vQac1J2ZomM/vQac1J2ZomM.mp4,00:04:44.320,00:04:49.120,sides of the stage,SIDE STAGE,4,2,0.49998750031249223
6JhZ8dKoemk,data/6JhZ8dKoemk/6JhZ8dKoemk.mp4,00:01:33.420,00:01:44.440,"They are reaching out to us, begging for money. They need help. It’s really touching, so how can we help?","X-IT BE DESC-REALLY TOUCH, DESC-SO HOW CAN X-WE HELP?",20,9,0.44999775001125
EmwRmhzuQKU,data/EmwRmhzuQKU/EmwRmhzuQKU.mp4,00:12:11.009,00:12:15.439,Testimonials • Fiscal responsibility,TESTIMONIUM?,4,1,0.24999375015624611
Tw1R28bMFqg,data/Tw1R28bMFqg/Tw1R28bMFqg.mp4,00:10:24.140,00:10:30.280,I have a lot of YouTube friends. A lot of them don't know ASL. They don't really need to because...,X-Y DO DESC-NOT DESC-REALLY NEED TO BECAUSE...,20,7,0.34999825000874996
Tw1R28bMFqg,data/Tw1R28bMFqg/Tw1R28bMFqg.mp4,00:10:31.280,00:10:36.520,All of my videos have captions. We talk by typing comments.,X-WE TALK BY TYPE COMMENT.,11,5,0.454541322351615
vQac1J2ZomM,data/vQac1J2ZomM/vQac1J2ZomM.mp4,00:04:58.800,00:05:02.800,the deaf,DESC-DEAF,2,1,0.49997500124993743
ZHWqoiKt4Ys,data/ZHWqoiKt4Ys/ZHWqoiKt4Ys.mp4,00:00:55.910,00:01:06.540,"and they will be saved."" Now any discussion about the forgiveness of sins",DESC-NOW ANY DISCUSSION ABOUT FORGRENEMENT SIN,13,6,0.4615349112699133
xImtna_gv-Q,data/xImtna_gv-Q/xImtna_gv-Q.mp4,00:00:58.500,00:01:03.600,YOU CAN! YOU CAN!,YE CAN!,4,2,0.49998750031249223
vQac1J2ZomM,data/vQac1J2ZomM/vQac1J2ZomM.mp4,00:05:20.080,00:05:24.000,with the emergence of,WITH EMERGENCE,4,2,0.49998750031249223
PZySHQDujjQ,data/PZySHQDujjQ/PZySHQDujjQ.mp4,00:33:13.850,00:33:19.800,Let people get a chance to see some of the behind‑the‑scenes work that goes into,SCENE WORK THAT GO INTO SOME BEHIND?,15,7,0.4666635555762962
ZHWqoiKt4Ys,data/ZHWqoiKt4Ys/ZHWqoiKt4Ys.mp4,00:03:01.500,00:03:06.030,"doors to heaven? Well the answer is sin. I mean, if you remember all the way back","X-I MEAN, IF X-YOU REMEMBER ALL WAY DESC-BACK",17,8,0.47058546714431093
Mce6TxVdZWc,data/Mce6TxVdZWc/Mce6TxVdZWc.mp4,00:02:48.900,00:02:50.680,Did I mention this is FREE? Come on down for the fun!,COME ON DESC-DOWN FOR FUN!,12,5,0.4166631944733794
MChFGYBz2mE,data/MChFGYBz2mE/MChFGYBz2mE.mp4,00:00:03.680,00:00:10.402,This month we are celebrating women. ALL women.,ALL WOMAN. WOMAN.,8,3,0.37499531255859303
Tw1R28bMFqg,data/Tw1R28bMFqg/Tw1R28bMFqg.mp4,00:12:43.320,00:12:47.820,"Follow me on all my socials - Facebook, Twitter, Instagram. Thanks for watching, see you next time.","THANKS FOR WATCH, SEE X-YOU NEXT TIME.",17,7,0.41176228375127205
xImtna_gv-Q,data/xImtna_gv-Q/xImtna_gv-Q.mp4,00:02:24.465,00:02:27.500,It's cold! Poop!,POP!,3,1,0.3333222225925802
ZHWqoiKt4Ys,data/ZHWqoiKt4Ys/ZHWqoiKt4Ys.mp4,00:04:52.770,00:04:59.100,and Jesus's power to forgive sins is given to the priesthood. For example,FOR EXAMPLE,13,2,0.15384497042330444
ZHWqoiKt4Ys,data/ZHWqoiKt4Ys/ZHWqoiKt4Ys.mp4,00:05:25.200,00:05:34.650,grace of God's mercy in and through the priest. All right God bless you and I,ALL DESC-RIGHT GOOD BELIEVE X-YOU AND X-I,16,7,0.43749726564208974
MChFGYBz2mE,data/MChFGYBz2mE/MChFGYBz2mE.mp4,00:02:25.108,00:02:32.615,Be proud of that. Embrace that. Accept that.,EMBRACY THAT. ACCEPT THAT.,8,4,0.499993750078124
MChFGYBz2mE,data/MChFGYBz2mE/MChFGYBz2mE.mp4,00:02:42.277,00:02:49.204,"You know, no one is perfect. Not one person is perfect.",DESC-NOT ONE PERSON BE DESC-PERFECT.,11,5,0.454541322351615
-44hXvy7VZk,data/-44hXvy7VZk/-44hXvy7VZk.mp4,00:03:23.989,00:03:25.079,The JAD,JAD,2,1,0.49997500124993743
ZHyZZ9YdrNo,data/ZHyZZ9YdrNo/ZHyZZ9YdrNo.mp4,00:00:43.609,00:00:52.626,The dates and times for the classes will not change. The days and times of the classes will remain the same.,DAY AND TIME CLASS WILL REMAIN DESC-SAME. CHANGE.,21,8,0.38095056690206236
MChFGYBz2mE,data/MChFGYBz2mE/MChFGYBz2mE.mp4,00:03:27.101,00:03:34.196,Know that I was one of those people. Fearful.,DESC-FEARFUL. ONE THOSE PEOPLE.,9,4,0.4444395062277086
R_YWbLCDwDg,data/R_YWbLCDwDg/R_YWbLCDwDg.mp4,00:00:07.535,00:00:20.300,"""wǒ de míng zì shì 我的名字是"" means ""My name is_____""",??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,10,1,0.09999900000999991
gIZXcUTEGvM,data/gIZXcUTEGvM/gIZXcUTEGvM.mp4,00:01:24.957,00:01:26.506,CAN'T FINISH/COMPLETE.,CAN DESC-T HOW TO FINEISH COMPLETE.,2,6,2.999850007499625
MChFGYBz2mE,data/MChFGYBz2mE/MChFGYBz2mE.mp4,00:04:42.651,00:04:53.723,"What they have overcome. A lot of times, we have no idea.","LOT TIME, X-WE HAVE NO IDEA.",12,6,0.49999583336805525
ZI3Yk215al0,data/ZI3Yk215al0/ZI3Yk215al0.mp4,00:00:15.020,00:00:17.020,MUCH / a lot,MUCH LOT,4,2,0.49998750031249223
ai85Mx012Xg,data/ai85Mx012Xg/ai85Mx012Xg.mp4,00:00:28.620,00:00:33.120,Why is that exciting? He will be teaching ASL dance!,X-HE WILL BE TEACH DESC-SLEND!,10,5,0.4999950000499995
Mci9oyb5V2E,data/Mci9oyb5V2E/Mci9oyb5V2E.mp4,00:00:39.000,00:00:48.000,and we can share our wisdom with the world. But how to do that? Though blogs and vlogs!,WHEREAS BLOG AND VLOG! WORLD.,18,5,0.2777762345764746
TWOc4wbvaO0,data/TWOc4wbvaO0/TWOc4wbvaO0.mp4,00:00:08.700,00:00:13.900,in the Colorado Deaf and hard of hearing community? We have some people who,X-WE HAVE SOME PEOPLE WHO HEAR COMMUNITY?,14,7,0.4999964285969386
ai85Mx012Xg,data/ai85Mx012Xg/ai85Mx012Xg.mp4,00:01:06.840,00:01:13.940,"Dancing, music, enjoyment, ASL signing! Marvelous!",DESC-MARGINOUS! X-I X-I!,6,3,0.49999166680555324
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:02:51.800,00:02:58.540,That's the usual definition of pan. Which is fine. Nothing wrong with that.,NOTHING DESC-WRONG WITH THAT. PAN.,13,5,0.38461242605826107
xIxPsGV0e5w,data/xIxPsGV0e5w/xIxPsGV0e5w.mp4,00:00:06.297,00:00:11.052,"It is Wednesday, November 20. Ready for the news?",DESC-READY FOR NEWS?,9,3,0.33332962967078145
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:03:07.100,00:03:07.680,A lot.,LOT.,2,1,0.49997500124993743
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:03:19.000,00:03:24.280,"But if you prefer pan, nothing against that! Really. Use whatever label you feel comfortable with.",USE WHATEVER LABEL X-YOU FEEL DESC-COMFORTABLE WITH. THAT!,16,8,0.49999687501953116
TWOc4wbvaO0,data/TWOc4wbvaO0/TWOc4wbvaO0.mp4,00:02:35.700,00:02:43.000,something special going on called Colorado Gives Day. The purpose of that day is for people,PURPOSE THAT DAY BE FOR PEOPLE,16,6,0.37499765626464837
zi57WR-eUMU,data/zi57WR-eUMU/zi57WR-eUMU.mp4,00:00:09.840,00:00:10.840,Profile mluc skSK xhrHR caES ptBR ukUA frFU <zhTW ditIT znbNO koKR csCZ heIL deDE huHU,ZHTW DITIIT ZNBNO KOKR CSCZ HEIL DEDE HUHU,16,8,0.49999687501953116
TWOc4wbvaO0,data/TWOc4wbvaO0/TWOc4wbvaO0.mp4,00:03:04.600,00:03:12.400,"out by credit card companies. 100% of your donation goes to us! Also,",DESC-100 X-YOU DONATION GO TO X-WE!,13,6,0.4615349112699133
zi57WR-eUMU,data/zi57WR-eUMU/zi57WR-eUMU.mp4,00:00:43.250,00:00:47.280,">7xsSEg tu`U /u}^ uM_R 9~#|P +]/L %xlk Qx}<?y ?g=w x7Y ^'m^ |""u/ jw:, ]%~# ~+x'",X-Y?G=W X7Y?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,15,2,0.13333244445037035
McnpJiQuSEo,data/McnpJiQuSEo/McnpJiQuSEo.mp4,00:00:00.000,00:00:01.236,Hello! Hello!,HAHH!,2,1,0.49997500124993743
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:03:55.220,00:04:00.960,"Are bisexual and pansexual the same thing? For some people, yes. Some people, no.","FOR SOME PEOPLE, DESC-YES. PEOPLE, NO.",14,6,0.4285683673688045
TWOc4wbvaO0,data/TWOc4wbvaO0/TWOc4wbvaO0.mp4,00:03:31.100,00:03:38.000,"think of us on Tuesday December 10th. FYI, you can also pre-schedule your","DESC-AFI-I, X-YOU CAN DESC-ALSO PRESCHEDULE X-YOU",13,6,0.4615349112699133
vQac1J2ZomM,data/vQac1J2ZomM/vQac1J2ZomM.mp4,00:08:15.840,00:08:20.560,in 2017. the name sign created for the,NAME SIGN CREATE FOR,8,4,0.499993750078124
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:04:14.780,00:04:18.560,I don't see why not. I mean. Yeah.,X-I MEAN. DESC-YES.,8,3,0.37499531255859303
zi57WR-eUMU,data/zi57WR-eUMU/zi57WR-eUMU.mp4,00:00:54.870,00:00:58.899,MmsW -4=#\ X]\^ ?F}OR m->! z:ZjWz |mw& CL2i >&hz Ewu5 5)@$ x_T6 5]{K Sk:l ;MQg $2x7 Z^XjB,X-K SK?WG $2X7 Z?XJB CL2?,17,5,0.29411591696519435
zi57WR-eUMU,data/zi57WR-eUMU/zi57WR-eUMU.mp4,00:00:58.899,00:01:02.700,z|:O /xcQ 5]+L 5M3P [Z6m 4f7'Qo 4MOQ a|<_ ^+CpW 4M'M -?f? xHC' l1\j3i Y[I3Ck qeia k=_O,XHC X-L1 X-J3US Y X-I3CK QEIUM K=O 4MOQ?,16,8,0.49999687501953116
ia4wGjZHoLo,data/ia4wGjZHoLo/ia4wGjZHoLo.mp4,00:02:26.760,00:02:31.160,"In a one to one communication situation, it is really fast. No need to use the pen and paper method.",NO NEED TO USE PEN AND PAPER METHOD. DESC-FAST.,20,9,0.44999775001125
-44hXvy7VZk,data/-44hXvy7VZk/-44hXvy7VZk.mp4,00:06:05.530,00:06:07.150,an email.,EMAIL.,2,1,0.49997500124993743
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:00:52.300,00:00:56.600,WOMAN: HELLO. THANK YOU. THANK YOU.,THANK YOU.,6,2,0.3333277778703688
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:04:27.180,00:04:33.900,Is bisexual an umbrella term? I guess it could be?,X-I GUESS X-IT COULD BE?,10,5,0.4999950000499995
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:04:41.880,00:04:45.220,And! Is bisexual binary?,ISNITUS DESC-NUMERARY?,4,2,0.49998750031249223
McnpJiQuSEo,data/McnpJiQuSEo/McnpJiQuSEo.mp4,00:00:43.148,00:00:51.722,Are you interested in joining? Contact me: rochelle@sdhhs.com,ROCELLE@SDHS.COM,8,1,0.124998437519531
McnpJiQuSEo,data/McnpJiQuSEo/McnpJiQuSEo.mp4,00:00:51.722,00:00:55.328,I am looking forward to playing with you! The GAME IS ON!!,AME BE ON!! PLAY WITH X-YOU!,12,6,0.49999583336805525
PZySHQDujjQ,data/PZySHQDujjQ/PZySHQDujjQ.mp4,00:42:25.810,00:42:33.790,"pitches, so as much as you want to ‑‑ you want, you know, somebody to just come","X-YOU WANT, X-YOU KNOW, SOMEBODY TO DESC-JUST COME",17,8,0.47058546714431093
o13lcyB8qew,data/o13lcyB8qew/o13lcyB8qew.mp4,00:03:38.051,00:03:49.228,"I recall my wife and I were observing her. 47 00:03:49,229 --> 00:03:41,470 There she was, in front of the mirror,","47 00:03:49,229 --> 00:03:41,470 DESC-RE X-SHE BE, IN FRONT MIRROR,",21,10,0.476188208627578
zi57WR-eUMU,data/zi57WR-eUMU/zi57WR-eUMU.mp4,00:01:15.832,00:01:16.832,~+@z 8*^Vn7 kg`n ]Z3w`2B;f)+1S Jdv) M\t7 tX.3 {sDh gh2;!\ xpBex %UWv ZwP] docProps/core.xml,XPBE %UWV ZWP?XML X-MX X-S X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-I X-,13,27,2.07690710071461
o13lcyB8qew,data/o13lcyB8qew/o13lcyB8qew.mp4,00:03:45.517,00:03:48.728,"I said, ""This is good! You'll get better.""",X-YOU WILL GET DESC-BETTER!,8,4,0.499993750078124
o13lcyB8qew,data/o13lcyB8qew/o13lcyB8qew.mp4,00:03:48.729,00:03:50.314,That ...,THAT...,2,1,0.49997500124993743
zi57WR-eUMU,data/zi57WR-eUMU/zi57WR-eUMU.mp4,00:01:18.832,00:01:19.832,"zLgs fyl8Y word/fontTable.xml {,JV yLQ= 5#B+ Kb>- .xjk Yj4e 'EGJ erv@ 5%!~ ^_o77 =i/( docProps/app.xml",XML X-I? X-I? DOCPROP APP.XML? 5#B+ KB?,15,7,0.4666635555762962
zi57WR-eUMU,data/zi57WR-eUMU/zi57WR-eUMU.mp4,00:01:19.832,00:01:20.832,"FdE< m0MB2 xJ!b"" 2?!xR-f ctV+ %K;Y 9lyn C%7, <]T| .xmlPK _rels/.relsPK word/_rels/document.xml.relsPK",XMLPK WORD/SELSPK DOCUMENT XML. XML? XMLPK??,12,6,0.49999583336805525
ENDDHZ6Veew,data/ENDDHZ6Veew/ENDDHZ6Veew.mp4,00:02:00.626,00:02:04.416,and all the rituals associated with it⁠—is all just a shadow of the,AND ALL RITUAL ASSOCIATE WITH X-IT?,13,6,0.4615349112699133
xIxPsGV0e5w,data/xIxPsGV0e5w/xIxPsGV0e5w.mp4,00:04:19.342,00:04:22.512,the investigations.,INVESTIGATION.,2,1,0.49997500124993743
K3ICCfwkAQE,data/K3ICCfwkAQE/K3ICCfwkAQE.mp4,00:06:36.220,00:06:42.540,any other kind of romantic relationship. So... Yes and no. Again.,DESC-SO... DESC-YES AND NO. DESC-AGAIN.,11,5,0.454541322351615
2ieEZatqP14,data/2ieEZatqP14/2ieEZatqP14.mp4,00:00:43.000,00:00:46.500,I will focus on three important roles. Those will be my only roles.,THOSE WILL BE X-MY DESC-ONLY ROLE.,13,6,0.4615349112699133
